answers,question
"["" I used to travel a lot too. Lately I've been travelling a lot too though."", "" I used to travel a lot as a kid. When I was in my late 30s or so self-taught I it's pretty awful."", ' I used to travel a lot as a kid. My mom is the last one here, she makes most of the money doing some pretty awful stuff.', ' I used to travel a lot as a kid.', "" I used to travel a lot as a kid. I don't have as much time now."", ' I used to travel a lot as a kid.', ' I used to travel a lot as a kid so I do.', "" I used to travel a lot as a kid. I don't have as much time now as I used to have... but I'll be damned, I love traveling."", ' I used to travel a lot as a kid.', ' I used to travel a lot as a kid.', ""<|startoftext|>Do you travel a lot and like it? I used to travel a lot as a kid. I don't have as much time now as I used to get. I do have time for stuff like school, church, tennis, and of course"", ' I used to travel a lot as a kid.', "" I used to travel a lot as a kid. My dad and I would play in a circle in the backyard and I'd ride a bike around downtown all day."", "" I used to travel a lot as a kid. I don't have as much time now."", ' I used to travel a lot as a kid. My girlfriend is from outside of Toronto and I both lived in Boston.', ' I used to travel a lot as a kid.', "" I used to travel a lot as a kid. I don't have a lot of time anymore since I have graduated ("", ' I used to travel a lot as a kid and I live in the Midwest.', "" I used to travel a lot as a kid. I don't have a lot of years left but I do like traveling with me. "", ' I used to travel a lot as a kid. Mostly I do, but I will say that I have a hard time keeping up with my high school age stuff.']",Do you travel a lot and like it?
"[' I went to the Wharton School, which I have since went back to.', "" My dad's college. I was at UNC when I was arrested, but didn't go there because I had a disciplinary hearing next week. "", ' Upstate NY, upstate NY.', ' Whew. I was at Northeastern.', ' Upstate NY.', ' Upstate NY.', ' Whew! The olden days I think I studied Microbiology and Immunology.', ' I went to Wagner after grad school.', ' Higher education.', ' I went to UNC as well, but I have to go to Wheelock.', ' Whew...UNSW haha.', "" This is the first time I've gone to a college."", "" I went to Harvard Business and Education, which I've been coaching since October 2013."", ' Hmmm college.', ' Higher education.', "" yep i'm at UMass (JDW). also have undergrad and MA."", ' I went to Massachussets in Upstate New York.', ' I went to Suffolk University, which is a private college in New England.', ' Upstate NY.', ' I went to Northeastern as well.']",where did you go to college?
"["" Yeah, I'm a grad student so I've managed to get through college."", ' Yes I currently have a job and is training for a half marathon.', ' Yeah, I did my undergraduate and graduate school educatively and I am currently working part-time from home.', ""<|startoftext|>Are you currently attending college? I am currently attending college and I am getting my MS. When I graduate, I want to go to college and I want to go to grad school, but I don't have time to attend classes"", ' Yes I am currently attending college.', "" I'm not taking college as of yet."", ' I have not taken any classes during the week, I have just been brushing up on the Berklee Intro to Physics.', "" I'm a junior."", "" I am, but now I'm out of school."", "" I'm a junior."", "" I'm not sure what I'm supposed to be doing this week. Maybe I should get down to business school and do some graduate work first."", ' I am currently attending college.', ""<|startoftext|>Are you currently attending college? I'm not attending college... I'm currently working three jobs, and I have to work part time to pay the bills, so that's the kind of time I have.<|endoftext|"", "" I'm a junior."", ' Yes I am currently attending college.', ' I have not yet started, but I plan on doing some.', ' yes, I am currently employed by the Fed.', ' Yeah, I have been applying for public sector jobs for about a year.', "" I'm not yet at my 20s, but I have plenty of years left."", ' I am currently attending college.']",Are you currently attending college?
"[' Yes I am.', "" no, I'm a homemaker and college student."", ' yes I am.', ' yeah.', ' I was a college student last year.', "" no, I'm a college student."", ' I was a college student during the 1970s when many college students were hardcore leftist.', ' Yeah, I graduated with a BS in Statistics (though I finished my minor).', ' I was a college student during the 1970s when many college students were hardcore leftist.', "" yeah, I'm a grad student."", ' I was a college student last year.', ' Yeah, I go to electrical engineering.', ' I was a college student last summer.', ' I was an elementary school teacher.', ' I was a college student this week.', ' I was a college student during the 1970s when many college students were hardcore leftist.', ' I was a college student during the 1970s when many college students were hardcore leftist.', ' I was a college student during the 1970s when many college students were hardcore leftist.', ' Nope.', ' Yeah, I graduated with a BS in Statistics and a MA in Statistics in 2008.']",are you also in college?
"[' I did two at once.', ' I took Harvard Business.', ' I went to John Jay College.', ' I did my undergrad at Boston U and my masters at the Boston Conservatory.', ' I went to Wagner and I have since gotten the management job back.', ' I went to DePaul as well.', '<|startoftext|>which college do you go to? I went to MSU for internship last fall and have returned this year to study health technology (though I returned it time of year is not meeting up with my calendar).<|endoftext|', ' I took Johns Hopkins in the fall.', ' I went to Michigan Tech as well.', ' I went to Wagner after my senior year.', ' I went to MSU for both my engineering and science subjects (outside of engineering).', ' I went to Ohio Wesleyan because I had a bad grade there and I loved it.', ' I went to Wagner during the 1970s.', ' I took Accounting.', ' I went to Gonzaga, which I am going to do at the end of next year.', ' I did a couple years at Harvard but I stopped after college.', ""<|startoftext|>which college do you go to? I went to Wagner with a Communication and Social Science (CSP) degree and I have since worked in a variety of positions, from senior management to college communications to people I don't yet know.<"", ' I went to Harvard, but I have to say, Mechanical Turk, both were really interesting systems learning experiences.', "" I went to Harvard Law, but I've lived in Minnesota for the past six months."", ' I took accounting.']",which college do you go to?
"["" no, I'm a college student."", ' I was a college student this week.', "" I was a college student today, so I'm working toward my doctorate. I'm also in graduate school for undergraduates."", "" yes but for grad school I'm not sure."", "" yeah, I'm a college student."", ' yes, well-employed.', "" no, I'm a college student."", ' No, not a grad student.', ' I was an assistant university professor for 15 years or more.', ' Yes I am. I have a degree in Statistics.', ' Yes I am.', ' no, I work full-time.', "" no, I'm a teacher."", ' I was a college student last summer.', ' I was a college student last year.', "" yes, I'm a senior."", ' I was a college student last summer so I left my degrees for now.', ' yes, I am currently a college student.', "" no, I'm a homemaker too."", ' Yes I am.']",Are you in college?
"[' yeah, accounting and about and then probably divvy stuff.', ' Yeah, accounting and I.', ' Yeah, accounting and we got my degree in Statistics.', "" Yeah, accounting, and I was a senior at the college, so that's my current college profile picture."", ' Yeah, accounting, and I was a junior.', ' Yeah, accounting and I.', ' Yeah, accounting and I.', ' Yeah, accounting and that sort of thing.', "" Yeah, accounting, and that, and all my friends do, so I graduated with a bachelor's."", ' Yeah, accounting and I.', ' Yeah, accounting and we got my doctorate in finance this year.', ' Yeah, accounting and finance.', ' Yeah, accounting and I', ' Yeah, accounting and I', ' Yeah, accounting and savings and the like.', "" Yeah, accounting and we'll get to that."", ' Yeah, accounting and I.', ' Yeah, accounting and we do some retail.', ' Yeah, accounting and finance.', ' Yeah, accounting and finance.']",did you go to college?
"[' Yeah I did.', ' Yes I did.', ' Yeah I did.', ' Yeah I did.', ' Yeah I did.', ' Yeah, accounting and I.', ' Yeah I did.', ' Yes I did.', ' Yeah, I did.', ' Yes I did.', ' Yes I did.', ' Yeah I did.', ' Yeah I did.', ' Yes I did.', ' Yes I did.', ' Yes I did.', ' Yeah, I did.', ' Yeah I did.', ' I did.', ' Yes I did.']",Did you attend college?
"[' I do.', ' I do.', ' I do.', ' Yeah I do.', ' yeah, I study fairly a while ago.', "" no, now I'm 30."", ' yeah.', ' Yeah, Fridays are usually better.', ' Yeah, accounting and I.', ' I do.', ' I did my undergrad at Stetson and my masters at the Boston Conservatory.', ' I did.', ' yeah, for work.', ' Yeah, accounting and finance.', ' no, after school.', ' Yeah, part time.', ' Yeah, accounting.', ' I do.', ' I did my undergraduate and graduate school here and I also went to graduate school here, so yeah, I do all my undergrad and graduate school here.', ' I do.']",Do you go to college?
"["" No, we didn't get much snow this winter because of the snow."", ""<|startoftext|>You got a lot of snow this year didn't you? Yeah, actually record snow was a bit more cold here compared to other places you've spent a lot of time? Yeah, actually record snow was quite a bit more than other places.<|endof"", "" No, we didn't get much snow this winter."", ' Yeah, about 8 inches. Pretty good for a Saturday.', "" No, we've all had snow."", ""<|startoftext|>You got a lot of snow this year didn't you? Yeah, we got a lot of snow this year too. The snow didn't get much of a grip on us this year, we just weren't as lucky this year.<|endoftext|"", ' Yeah we got a lot of snow this year.', ' Yeah, lots of snow. Not as much as in years.', "" No, we didn't get much snow this winter, just lots of cold days."", ' Yeah, there was a lot of snow this year too.', "" Yeah, we've had at least 6 feet of snow."", ' Yes, we got quite a bit this winter, especially as it was record snow for most of western Canada.', ' Yeah, actually record cold... about -4 degrees. Pretty good, so.', "" No, we've got pretty good snow this year."", "" No, we didn't get much snow, most of the way down to the North Coast."", ""<|startoftext|>You got a lot of snow this year didn't you? Yeah, we got lots of snow. Pretty good, right? Except for one thing this year: hail. According to the weather website Extreme cold and hot made up for all of the other stuff we"", "" No, we didn't get much snow this winter, just lots of cold days."", ' Yes, but not all of it was so it was warm.', ' Yeah, actually record worth a day.', ' No, we got alot of snow.']",You got a lot of snow this year didn't you?
"[' Not a lot, just a bit of snow this morning and then more snow later in the day.', ' Pretty good, most of the snow has melted.', ' Some pretty heavy, actually.', ' We got quite a bit as well.', ' Yeah, pretty much every snow day this side of Texas.', "" Pretty good, average amount is so maybe 5-6 inches is how I'd categorize it."", ' Mostly, it was, but there have been several storms this winter.', ' We got a lot of snow this year.', ' Not a lot, just a bit of snow this morning and then more of a powdery reception tonight.', ' Not a lot, just a few days this week.', ' Yeah, lots of it. The snow was kind of okay, too.', ' We got lots of snow, too! ', "" Mostly, it's all over Boston."", ' We got quite a bit this winter as well.', ' Not a lot, just a little bit of snow this morning and then more snow later in the day.', "" Mostly, it's all over Texas."", ' We got quite a bit this winter.', ' Some 40 Folsker and 6 others.', ' Some pretty heavy, at least here in Boston.', ' We got quite a bit. Pretty good, just like in October.']",Did you guys get a lot of snow this year?
"["" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior."", "" I'm a junior.""]",What year are you?
"["" I'm in my junior and senior years, so I'm in my junior year, so I'm in my senior year."", "" I'm in my 20s."", "" I'm in my 20s."", ' I am in school.', ' I am in my junior and senior years, so I am in college.', "" I'm in my junior and senior years, so I'm in my junior year."", "" I'm in my junior year, so I'm in my senior year. "", "" I'm in my 20s."", "" I'm in my junior year, so I'm in my senior year. Currently, I'm spending my time with family, not doing anything related to Skyrim."", "" I'm in my junior and senior years, so I'm in college."", "" I'm in my junior year, so I'm in school."", "" I'm in my 20s."", "" I'm in my junior year, so I'm in school."", "" I'm in my junior year so I'm in high school."", "" I'm in my mid-thirties."", "" I'm in my mid-thirties."", "" I'm in my junior year so I'm in high school."", "" I'm in my 20s."", "" I'm in my junior year, so I'm in high school."", "" I'm in my junior year, so I'm in my late sixties.""]",What year are you in school?
"[' I have three sisters and one brother-in-law.', '<|startoftext|>do you stay with family ? I do not currently have a family of my own. But besides that, I do travel, play video games, listen to music, listen to movies, go places with my friends, eat lots of', ' I have a wife and 2 kids.', ""<|startoftext|>do you stay with family ? Yeah, I've also stayed with my dad ever since.''|endoftext|\n<|startoftext|>what do you do for a living ? I'm a receptionist or a"", ' I have not had time to myself, but my sister travels a lot too.', ' I have two grown kids.', ' I did for a few years with my cousin.', ' I have two grown children.', ' I have a wife and 2 kids.', ' I do not currently have a family of my own.', ' Yes, I do :) My dad is a teacher and my mom is a waitress.', ' I have two sisters and one brother.', ' I have only been with my parents for a few months but have not been with my siblings.', ' I have two grown kids.', ' My husband and I go to see many places a lot of the time, loves pizza.', "" Yeah, I've always wanted to stay in Boston."", ' I have two sisters.', "" I havent been with my parents since I was a baby so it's a little weird since I have lots of siblings."", ' I do not currently have a family of my own, but I do travel a lot too.', ' I do not currently have a family of my own. My girlfriend is staying at home.']",do you stay with family ?
"[' My dad is since he was 14 and my mom since he was 8.', ' My dad still lives in Moheganess but my mom is a long-term resident at Harvard Medical School.', ""<|startoftext|>Is your family still in Missouri? My aunt is still in college and my uncle is a cop in the military so there's still a few years left in him. My dad is retired and doesn't have as much money as his brother"", "" My wife is currently in college so she hasn't returned to school."", ' My family is, but they are not here.', "" My brother and I moved to Mo>nster when I was a kid so we don't have much family there."", ' My dad still lives in Missouri, my mom in Florida.', "" My aunt and uncle are, but my dad, brother, sister.... yeah, we're all family."", ' My wife and I left her mturamara husband and went to fight in Syria.', ' My dad and mom....fumble.', ' My fiancee is here too.', ' My dad is. His wife is here too.', ' My dad is since he was 8 and my mom since she is now 44.', "" My wife is here but she's here for right now."", ' My aunt is still in college and my uncle is a college student.', "" My family is, and they're really good at it."", ' My brother and I left our home state of New York for Brazil in January this year.', ' My dad is not. He lives with his wife and their two kids.', ' My dad and mom are both there for the weekend, and my dad and I .@stranger for the weekend.', ' My dad is still in college so his wife is a nurse.']",Is your family still in Missouri?
"[' My aunt is from Tennessee, my uncle is in Arkansas.', ' My dad is a part-time lab manager.', ' My dad is a part-time lab technician and my mom is a college administrator.', ' My father is a part-time waiter in a small restaurant business.', ' My parents live in the Boston area.', ' My dad is from upstate New York and my mom is from the Midwest.', "" My dad is my momma's wife."", ' My dad and my mom, our dad is the rest of our family.', ' We have a sister who lives in the US and her husband is in New York.', ' My dad is a part-time lab technician and my mom is a part-time college student.', ' My dad is a part-time teacher and his mom is a college administrator.', ' My aunt is from upstate New York but she moved to Boston in March so has her kids.', "" My aunt's family are in the Midwest."", ' My dad is in a nursing home.', "" My aunt's family live in the Midwest."", ' My dad is a part-time lab technician and his mom is a part-time elementary teacher.', "" My aunt's family live in South Boston."", "" My sister's family live in a building project area near campus."", ' My dad is in Indiana.', ' My aunt has lived in Canada her whole life, her dad is ashoreman and mom is a homemaker.']",where does your family live?
"[' I do, unfortunately.', ' I do.', ' I do.', ' I do.', ' I do, especially my mommy.', ' I do.', ' I do, especially my wife and daughter.', ' I do.', ' I do.', ' I do.', ' I do.', ' I do, unfortunately my last name is taken off of me by my family.', ' I do.', ' I do, especially my cousin.', ' I do.', ' I do.', ' I do, unfortunately.', ' I do, especially my wife and her birthday...which is going to be HUGE.', ' I do.', ' I do.']",Do you enjoy spending time with your family?
"["" I've been traveling with my family recently, about a month."", ' Grandfathers, my aunt and dad, our granddaughters, aunt and dad.', "" I've been to a few countries in Europe which I really enjoyed, hoping to go back soon."", ' Authorities say I have gone to Peru, Guatemala, and Honduras.', ' Dubai, Guatemala City Peru Chile, Ionu and the Caribbean.', ' Since grade school.', ' Argentina, New Zealand, Spain.', ' Saudi Arabia, I went to Harvard, then to Dartmouth and so on.', ' Everton, WA.', ' Indian Country, home of my husband and my children.', ' All of my siblings.', ' Upstate NY up to New York City.', ' Middle class.', "" I've traveled with my family of 4 brothers and sisters."", ' Besides Alaska, I have been to several countries in Europe including Germany, France, Italy, Japan, US, Canada.', ' Middle of Spain and I was born in Buenos Aires.', ' All of my siblings.', "" I've travelled with my family of 3 times"", "" I've been to a few countries in Latin America and Europe, including a few in Africa."", ' Improving on my math questions.']",where have you traveled with your family?
"[' I have a wife and 2 kids.', ' I have three children.', ' They are awesome.', ' I have a wife and 2 kids.', ' My daughter likes to go out to bars on the weekends, which is awesome, but my son is not that into playing sports.', "" I've gotten to spend time with my siblings and my significant other."", ' I have three sons and daughter.', ' I have a wife and 2 kids.', "" I've recently gotten to spend time with my wonderful wife and kids."", ' They are incredible! I have a wife and 2 kids.', ' I have a wife and 2 kids.', ' I have two grown and one minor.', ' They are incredible! They do everything I ask, whenever I can!', ' I have two grown kids and they like to play sports.', "" I've always wanted to have a wife."", ' I have a wife and 2 kids.', ' I have a wife and 2 kids.', ' I have three daughters.', ' I have a wife and 2 kids.', ' They are incredible! They have me and their families.']",What do you enjoy doing with your family?
"["" I might go there, but right now I'm in Virginia."", ' I might go to India.', '<|startoftext|>Have you ever been out of the country? I might go there, but for now, I feel as though I have spent too much time in and around the US.[/endoftext|>|startoftext|>\n<|', ' yes i have been to lots of places', ' yes i think i have seen more of the world than my own country (USA).', ' I wouldnt go to Vegas.', ' I might go to Vegas.', ' yes i think i have seen more of the world than my own country (USA).', ' yes i think i have seen more of the world than my own country (USA).', "" I wouldnt say i've been out of the country."", "" No I haven't been able to attend schoolwork in NYC came to me."", ' I might go back to Latin America, although I have not been born in Mexico City.', ' I would have to say, Australia.', ' yes i think i have seen more of the world than my own country (USA).', ' yes i think i have seen more of the world than my own country (USA).', ' yes i think i have seen more of the world than my own country (USA).', ' yes i think i have seen more of the world than my own country (USA).', ' No, i have not used to go looking for money, i have always wanted to go to the beach.', "" I would like to, but I'll have to make it back to my home country."", "" I would like to, but I'll probably have to do it many places, fam.""]",Have you ever been out of the country?
"[' I have not. Wow....actually, I think I might tell friends.', ' I think i might, i really like Europe.', ' I think i might, i really liked Italy, hope to see you there.', ' I think maybe once or twice? I think maybe once or twice.', ' I think so.', "" I think I've gone about 15 countries, Europe is my favorite, and Japan is my least favorite."", ' I think we did in 2008.', ' I think I might, in fact, if I thought it through.', "" I think maybe once or twice? I've stayed in the US a few times currently."", "" I think maybe once or twice? I haven't really thought about it."", ' I have not, although I have travelled a lot I just stopped by some places I love.', ' I think I might, I really loved my family., I really enjoy travelling.', ' I think I might go to college.', ' I think i might, i spent 2 months there visiting i love and feeling the same way.', ' I think i might, i really loved georgia but didnt get to do much there until very recently.', ' I think I might, actually,� but had to make it to london I think 2010 was my worst year yet.', ' I think so.', ' I think maybe once or twice? I have never left the country.', ' I think i might, i spent 2 months there visiting and i just really liked it.', "" I don't usually go looking for work but I managed to get into a few states because Ilo was an easy walk to the mountains.""]",Have you ever left the country before?
"["" I've been to a few around the world, including a few in the US."", "" I've only gone to Brazil, but I've been to lots of places,''sadly not living in Florida."", "" I've only been to Brazil, but I haven't been very good there."", "" I've been to a few that have comparably sized bars and they're all great."", "" I've only been to Peru, but not for very long."", "" I've been to a few countries in Europe where you can still get money, but it's quite crowded."", "" I've been to a few, but none of them were as awesome as this incredible city."", "" I've been to a few countries in Europe, and they're great."", "" I've only been to Guatemala, so not much really."", "" I've been to a few places, but none of them were as interesting."", "" I've been to a few places, but none of them were as awesome as I have been to here."", "" I've gone to a few places, but nothing as amazing as this one."", "" I've been to a few, but none of them were as nice as my hometown."", "" I've been to a few places, but none of them were as amazing as I am."", "" I've been in Vegas twice already and it was horrible."", "" I've been to a few places, but none of them were as interesting as I am. It all depends on how interesting you are."", "" I've only been to Guatemala, but not for very long."", "" I've been to a few, but none of them were as exciting as I was. Its really nice to be part of something like this."", "" I've been to a few around the South East, but none of them were as nice."", "" I've been to a few, but none of them were as nice.""]",What's the best place you've been?
"["" I loved Chiang Mai and the Bunkley's."", ' I loved Chiang Mai and it was such a long way from my hometown.', ' I loved Chiang Mai, Tokyo, Kyoto, and now...Rice and Muscat.', ' I took the Conservatory for the Ethical Treatment of Animals in Cambridge, but that was before I went to college.', ' I wanted to go to the Swiss Library but the embalming process was too complicated for that.', ' I went to a lot of places, but never in Boston.', "" I've wanted to go to Paris but haven't gotten to it. I went to Rome and I just can't get enough of them!"", ' I loved Chiang Mai and the Philippines.', ' I loved Chiang Mai and its its sooooore.', '<|startoftext|>do you have a favorite place you traveled to? I took the Conservatory for the Deaf and the Middle East., I love walking but I have to say the busier I get, the busier I get the less I like to travel with', ' I really loved Chiang Mai, it was the perfect setting for a family vacation.', ' I loved Chiang Mai, Rome, Paris and Rome on my way to grad school.', ' I loved Chiang Mai and the Philippines.', ' I took the bus to Cambridge in 2013 to travel with my girlfriend (fiance ', ' I loved Chiang Mai and its beaches.', '<|startoftext|>do you have a favorite place you traveled to? I went to the Spanish Quarter in Argentina for a six month tour, then back to Mexico for a three month tour, before finally ending up in Buenos Aires, which I love.<|endoftext', '<|startoftext|>do you have a favorite place you traveled to? I went to the Spanish Fork Mountains with my family, which was a huge part of my childhood. I also went to a reception for the poor in St. Paul, MN.<|endoftext', "" I loved the Spanish mosses there. I have always wanted to go to that area, but haven't gotten to it yet."", ""<|startoftext|>do you have a favorite place you traveled to? I went to a majority of Europe tour, but not as many as in the U.S. I do have a favorite place I went to, but I don't remember which.</|endof"", ' I wish I could have gone to so I have to admit, it was a lot of fun.']",do you have a favorite place you traveled to?
"[' I would probably say home was better known for art exhibits and events.', ' I would say getting up late to visit my siblings and I was missing my parents yesterday because I was taking photos of the house.', ' I would say visiting is like getting off work at 6 in the morning and walking around town. I really enjoyed my time out there as well.', ' I have not was this morning been alive or going well.', "" I've gone to a lot of different places, but this is the first time I've visited a place I really loved."", ' I have not was this morning been alive or mornin age.', ' I went to a family reunion in Jacksonville last summer.', ' I would go to the Lake Champlain.', ""<|startoftext|>What was the place you loved to visit? I've gone to a few places, but never by yourself until recently. I really loved Annie E. in Cambridge, she was my age., She was also the only girl in class.<|end"", ""<|startoftext|>What was the place you loved to visit? I would say home was the worst place I have ever been, It was horrible, I wish I'd gone to Paris but I will never go there, The weather was nice, I wish I'd"", ' I would say my favorite place is my backyard.', ' I would say Dormitory or Petrified Forest.', "" I've been in Vegas a few times and been super happy there...until I saw this guy who looked like him."", ' I have been to a few different places in Europe, but I have never been to Paris.', ' I would say truly personal, myerserres the beach.', ' I would say offline over coffee, food, music, video games.', ' I would say the gardens, they were huge.', ' I have been to a few different places in my life, but never by yourself.', ' I have been in Myanmar and Lhasa twice,firstly to celebrate the 50th anniversary of the end of the cold war and secondly as a birthday gone great.', ' I went to a house lit by the river.']",What was the place you loved to visit?
"[' I have been to a few places, but never by yourself.', ' I have been to a few places and it is great to be part of something special.', ' I like places that evoke some sort of place, e.g. a museum or a movie theatre.', '<|startoftext|>Do you have a favorite place you have been? I like places that are different from my own. I like museums, I like to go places with my friends.[/endoftext|>||startoftext|>\n<|start', ' I think Kyoto or Berlin, maybe Paris.', ' I love traveling. I love meeting new people.', ' I have been to a few places, but nothing as exciting as Paris.', ' I would say Sesame Street.', "" I visited a friend's in Argentina and she said yes because it was the last place I'd ever go to sing."", ' I loved Chappaquiddick, it was so beautiful.', ' I love the Boston Tea Shop.', '<|startoftext|>Do you have a favorite place you have been? I have been to a few countries in the world that have Meteor, Warcraft III, and Star Wars: The Old Republic games out of my system and they are by far my favorite.<|endof', ' I have been visited by over a million people, and had the pleasure of my life numerous times.', ' I like places I can travel and I love traveling.', ' I have been to Rome and everywhere by the Sea.', ' I like places that are different, like a museum, or just hanging out in a nice neighborhood.', ' I really enjoy going to the beach.', ' I liked Mturk about the beach.', ' I like places that are interesting, unexpected, funny, full of life events, wonderful outdoors, music, fashion, people, friendship.', ' I loved walking along the Delaware in high school.']",Do you have a favorite place you have been?
"[' I have not travelled much in recent years but been to a few European countries(Austria, France, Germany), Rome as well', ' I have not travelled much in recent years but been to a few places I really wanted to go, India, China, Germany, Japan, Korea.', ' I have not travelled much in recent years but been to a few countries and I will keep you posted on your travels.', ' I have not travelled much in recent years but been to several places growing up., I love travelling.', ' I have not travelled much in recent years but been to several European countries.', ' I have not travelled much in recent years but been to a few Latin summer camps in England.', ' I have not travelled much in recent years but been to a few countries I really wanted to go to, Germany, France, UK.', ' I would like to go to a party, but I want to go to a restaurant first.', ' I have not travelled much in recent years but been to a few countries that havean interesting history,', ' I have not travelled much in recent years, I have wanted to go to far Africa, Europe, Australia.', ""<|startoftext|>What was your favorite place that you've travelled? I have not travelled much in recent years but been to several European countries(Austria, France, Germany, Netherlands, UK) Although I have not been to the UK, I do like it.<"", ' I have not travelled much in recent years but been to several places growing up., I love London and England.', ' I have not travelled much in the past, I have been to several places that were difficult to reach by road, but that were easy to navigate returned home.', ' I have not travelled much in recent years but been to a few European countries.', ' I have not travelled much in recent years, I have been to a few countries, but not in Europe.', ' I have not travelled much in recent years but been to several places growing up., I love traveling.', ""<|startoftext|>What was your favorite place that you've travelled? I have not travelled much in recent years but been to a few of the smaller markets like china, Japan, the Netherlands, UK, Germany, France, Japan...<|endoftext|"", ' I have not travelled much in recent years but been to a few countries/territories I have notovles time.', ""<|startoftext|>What was your favorite place that you've travelled? I have not travelled much in recent years but been to a few European countries(USA,Germany,IV France) Although I have not been to Rome as of yet, I will come back soon.<"", ' I have not travelled much in recent years but been to a few countries, Myanmar, France, Germany, Japan, UK, Austria, Netherlands, Italy, UK.']",What was your favorite place that you've travelled?
"["" I would have to say Flanders, they're both incredible places to be a tourist."", "" I'd say you should go for the mountains."", "" I would have to say 9/10> It's a mess."", "" you can't beat that beautiful beach."", ' I think Paris is really good.', ' Ibiet, iberian, etc.', ' thats a tough one.', ""<|startoftext|>What's your favorite place in Europe? I would have to say really big cities like Paris,teri for me are really interesting because of its huge concentration of life events, clubs, restaurants, you name it.<|endoftext|"", ' thats a tough one.', ' thats a tough one.', ' I would like to stay in Paris forever.', "" I think Kyoto, they're both amazing.... It's hilarious."", ' I would like to go to the beach in England.', "" There's literally not much going on in Europe...other than Cologne."", ' You must be looking for a bad summer.', "" I've only ventured there once, but it was really nice there."", ' thats a tough one.', ' thats a tough one.', ' thats a tough one.', ' I would have to say Mainester in Paris.']",What's your favorite place in Europe?
"["" I've been to a few around the downtown area, but none of them were as exciting as I've been to see here."", "" I've been in Arizona a few times already and it's pretty hot there too!"", "" I've been to a few around the Great Lakes, but not Chicago."", "" I've been in Vegas a few times and it's still pretty amazing."", "" I've been to a few different places, but this is my eleventh movie...so it's my favorite place."", "" I've been in Vegas a few times already and it's pretty awesome there."", "" I've been to a few around the world, but not in Australia."", ""<|startoftext|>Where's the coolest place you've been? I've been to a few different places, but none of them were as exciting as I am. The weather is nice, and the view is great, you just have to be super prepared.<|"", "" I've been to a few different places, but none of them were as crazy crazy as this!"", "" I've been to a few different places, but nothing as amazing as Anaheim, California."", ' Chicago has always been at the top of my list.', "" I've been to a few of those places, but haven't been as lucky."", ""<|startoftext|>Where's the coolest place you've been? I've been to a few different places and am pretty certain I've been to at least one of the last decade's worth of Fed meetings, none of which have beeneventuallybeen held.<|"", "" I've been to a few of those places out of state, NC by the way."", "" I've been to a few places, but not as many as I'd like."", "" I've been in a few different places, but been pretty negative on the weather."", "" I've been to a few different places, but none of them were as exciting as this incredible place."", "" I've been to a few places, but this is the craziest."", ' Chicago is cool.', "" I've been to a few of those places out of school, and I love spending time with family.""]",Where's the coolest place you've been?
"[' I loved the tourist area in Cambridge.', "" I think Kyoto but I don't actually go there much anymore."", ' I have not been to any of those places, although I think Boston is cooler.', "" I don't remember; maybe Lake Champlain."", "" I'm in the Midwest."", ' I loved Mturk.', ' I was in Savannah for a month, visiting from Massachusetts.', "" I'm in Jacksonville, Florida."", "" I think Kyoto or Berlin, but I don't remember where."", ' I have not been to much of a place.', ' I mean....', ' I have not been to much of a place.', ' I loved Tokyo and Kyoto.', '<|startoftext|>Where was your favorite place in <location>? I have not been to any of those places, but I think we can agree on one thing: there is a great deal of opportunity for any one of those places to have a part of it,', ' I loved Mturk.', ' I love Tokyo.', ' I have not been to much of a place.', ' I think Kyoto or Berlin, in Japan.', "" I mean, I don't actually have a house in Cambridge."", ' I mean it was cool there.']",Where was your favorite place in <location>?
"[' I went to Mount Rushmore in New England, not Boston.', ' I went to the Dominican last year.', ' I went to a party at a nice college campus last year.', ' I went to the Dominican last year.', ' I went to the Dominican last year.', ' I went to the Dominican last year.', ' I went to the Dominican last year.', "" I went to a friend's wedding last year."", ' I went to the Dominican last year.', ' I went to Caltech, which is back in 2013.', ' I went to the Dominican last year.', ' I went to the Dominican last year.', ' Upstate NY near Syracuse.', ' I went to Mturk.', ' I went to the Dominican last year.', ' I went to Roseburg, I think I might go back to Potomac.', ' I went to South Beach a long time ago.', ' I went to a party in LA this past summer.', ' I went to the Dominican last year.', ' I went to the Dominican last year.']",Where's the last place you went?
